# Error table with no prior information for ACF noise level 0.010 and radar frequency 2.33e+08.
# 
# The first six columns are values of the plasma parameters, and the last four
# columns are the relative errors in four-parameter (Ne, Ti, Te/Ti, Vi) fits.
# 
# For details, see Vallinkoski et al. (1988), https://doi.org/10.1016/0021-9169(88)90106-7
# and Appendix B of Lehtinen (2014), http://urn.fi/urn:isbn:9789526205854
# 
# Ilkka Virtanen (ilkka.i.virtanen@oulu.fi), 2022
# 
#Ne [1/m3]   Ti [K]   Te/Ti   Coll [1/s]   Vi [m/s]   [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
Ne   Ti    Te/Ti   Coll   Vi    [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
    1e+10     3000    1.0          3000      -1000    0.5         0.06         0.10         0.13         35.31
    1e+10     3000    1.0          3000      -1000    1.0         0.05         0.09         0.12         41.85
    1e+10     3000    1.0          3000          0    0.0         0.05         0.08         0.12         26.14
    1e+10     3000    1.0          3000          0    0.5         0.06         0.10         0.13         35.31
    1e+10     3000    1.0          3000          0    1.0         0.05         0.09         0.12         41.85
    1e+10     3000    1.0          3000       1000    0.0         0.05         0.08         0.12         26.14
    1e+10     3000    1.0          3000       1000    0.5         0.06         0.10         0.13         35.31
    1e+10     3000    1.0          3000       1000    1.0         0.05         0.09         0.12         41.85
    1e+10     3000    1.0          3000       2000    0.0         0.05         0.08         0.12         26.14
    1e+10     3000    1.0          3000       2000    0.5         0.06         0.10         0.13         35.31
    1e+10     3000    1.0          3000       2000    1.0         0.05         0.09         0.12         41.85
    1e+10     3000    3.0             0      -2000    0.0         0.05         0.07         0.10         39.26
    1e+10     3000    3.0             0      -2000    0.5         0.07         0.11         0.13         64.57
    1e+10     3000    3.0             0      -2000    1.0         0.06         0.09         0.12         63.59
    1e+10     3000    3.0             0      -1000    0.0         0.05         0.07         0.10         39.26
    1e+10     3000    3.0             0      -1000    0.5         0.07         0.11         0.13         64.57
    1e+10     3000    3.0             0      -1000    1.0         0.06         0.09         0.12         63.59
    1e+10     3000    3.0             0          0    0.0         0.05         0.07         0.10         39.26
    1e+10     3000    3.0             0          0    0.5         0.07         0.11         0.13         64.57
    1e+10     3000    3.0             0          0    1.0         0.06         0.09         0.12         63.59
    1e+10     3000    3.0             0       1000    0.0         0.05         0.07         0.10         39.26
    1e+10     3000    3.0             0       1000    0.5         0.07         0.11         0.13         64.57
    1e+10     3000    3.0             0       1000    1.0         0.06         0.09         0.12         63.59
    1e+10     3000    3.0             0       2000    0.0         0.05         0.07         0.10         39.26
    1e+10     3000    3.0             0       2000    0.5         0.07         0.11         0.13         64.57
    1e+10     3000    3.0             0       2000    1.0         0.06         0.09         0.12         63.59
    1e+10     3000    3.0           500      -2000    0.0         0.06         0.08         0.11         42.82
    1e+10     3000    3.0           500      -2000    0.5         0.07         0.11         0.14         68.17
    1e+10     3000    3.0           500      -2000    1.0         0.07         0.10         0.13         67.79
    1e+10     3000    3.0           500      -1000    0.0         0.06         0.08         0.11         42.82
    1e+10     3000    3.0           500      -1000    0.5         0.07         0.11         0.14         68.17
    1e+10     3000    3.0           500      -1000    1.0         0.07         0.10         0.13         67.79
    1e+10     3000    3.0           500          0    0.0         0.06         0.08         0.11         42.82
    1e+10     3000    3.0           500          0    0.5         0.07         0.11         0.14         68.17
    1e+10     3000    3.0           500          0    1.0         0.07         0.10         0.13         67.79
    1e+10     3000    3.0           500       1000    0.0         0.06         0.08         0.11         42.82
    1e+10     3000    3.0           500       1000    0.5         0.07         0.11         0.14         68.17
    1e+10     3000    3.0           500       1000    1.0         0.07         0.10         0.13         67.79
    1e+10     3000    3.0           500       2000    0.0         0.06         0.08         0.11         42.82
    1e+10     3000    3.0           500       2000    0.5         0.07         0.11         0.14         68.17
    1e+10     3000    3.0           500       2000    1.0         0.07         0.10         0.13         67.79
    1e+10     3000    3.0          3000      -2000    0.0         0.08         0.13         0.15         59.72
    1e+10     3000    3.0          3000      -2000    0.5         0.09         0.16         0.17         85.49
    1e+10     3000    3.0          3000      -2000    1.0         0.09         0.14         0.16         87.98
    1e+10     3000    3.0          3000      -1000    0.0         0.08         0.13         0.15         59.72
    1e+10     3000    3.0          3000      -1000    0.5         0.09         0.16         0.17         85.49
    1e+10     3000    3.0          3000      -1000    1.0         0.09         0.14         0.16         87.98
    1e+10     3000    3.0          3000          0    0.0         0.08         0.13         0.15         59.72
    1e+10     3000    3.0          3000          0    0.5         0.09         0.16         0.17         85.49
    1e+10     3000    3.0          3000          0    1.0         0.09         0.14         0.16         87.98
    1e+10     3000    3.0          3000       1000    0.0         0.08         0.13         0.15         59.72
    1e+10     3000    3.0          3000       1000    0.5         0.09         0.16         0.17         85.49
    1e+10     3000    3.0          3000       1000    1.0         0.09         0.14         0.16         87.98
    1e+10     3000    3.0          3000       2000    0.0         0.08         0.13         0.15         59.72
    1e+10     3000    3.0          3000       2000    0.5         0.09         0.16         0.17         85.49
    1e+10     3000    3.0          3000       2000    1.0         0.09         0.14         0.16         87.98
    1e+11      100    0.5             0      -2000    0.0         0.03         0.04         0.08          2.71
    1e+11      100    0.5             0      -2000    0.5         0.03         0.05         0.09          3.62
    1e+11      100    0.5             0      -2000    1.0         0.03         0.05         0.09          4.41
    1e+11      100    0.5             0      -1000    0.0         0.03         0.04         0.08          2.71
    1e+11      100    0.5             0      -1000    0.5         0.03         0.05         0.09          3.62
    1e+11      100    0.5             0      -1000    1.0         0.03         0.05         0.09          4.41
    1e+11      100    0.5             0          0    0.0         0.03         0.04         0.08          2.71
    1e+11      100    0.5             0          0    0.5         0.03         0.05         0.09          3.62
    1e+11      100    0.5             0          0    1.0         0.03         0.05         0.09          4.41
    1e+11      100    0.5             0       1000    0.0         0.03         0.04         0.08          2.71
    1e+11      100    0.5             0       1000    0.5         0.03         0.05         0.09          3.62
    1e+11      100    0.5             0       1000    1.0         0.03         0.05         0.09          4.41
    1e+11      100    0.5             0       2000    0.0         0.03         0.04         0.08          2.71
    1e+11      100    0.5             0       2000    0.5         0.03         0.05         0.09          3.62
    1e+11      100    0.5             0       2000    1.0         0.03         0.05         0.09          4.41
    1e+11      100    0.5           500      -2000    0.0         0.04         0.06         0.11          2.63
    1e+11      100    0.5           500      -2000    0.5         0.04         0.07         0.13          3.46
    1e+11      100    0.5           500      -2000    1.0         0.04         0.06         0.12          4.35
    1e+11      100    0.5           500      -1000    0.0         0.04         0.06         0.11          2.63
    1e+11      100    0.5           500      -1000    0.5         0.04         0.07         0.13          3.46
    1e+11      100    0.5           500      -1000    1.0         0.04         0.06         0.12          4.35
    1e+11      100    0.5           500          0    0.0         0.04         0.06         0.11          2.63
    1e+11      100    0.5           500          0    0.5         0.04         0.07         0.13          3.46
    1e+11      100    0.5           500          0    1.0         0.04         0.06         0.12          4.35
    1e+11      100    0.5           500       1000    0.0         0.04         0.06         0.11          2.63
    1e+11      100    0.5           500       1000    0.5         0.04         0.07         0.13          3.46
    1e+11      100    0.5           500       1000    1.0         0.04         0.06         0.12          4.35
    1e+11      100    0.5           500       2000    0.0         0.04         0.06         0.11          2.63
    1e+11      100    0.5           500       2000    0.5         0.04         0.07         0.13          3.46
    1e+11      100    0.5           500       2000    1.0         0.04         0.06         0.12          4.35
    1e+11      100    0.5          3000      -2000    0.0         0.21         0.28         0.66          1.25
    1e+11      100    0.5          3000      -2000    0.5         0.17         0.25         0.54          1.76
    1e+11      100    0.5          3000      -2000    1.0         0.14         0.20         0.45          2.63
    1e+11      100    0.5          3000      -1000    0.0         0.21         0.28         0.66          1.25
    1e+11      100    0.5          3000      -1000    0.5         0.17         0.25         0.54          1.76
    1e+11      100    0.5          3000      -1000    1.0         0.14         0.20         0.45          2.63
    1e+11      100    0.5          3000          0    0.0         0.21         0.28         0.66          1.25
    1e+11      100    0.5          3000          0    0.5         0.17         0.25         0.54          1.76
    1e+11      100    0.5          3000          0    1.0         0.14         0.20         0.45          2.63
    1e+11      100    0.5          3000       1000    0.0         0.21         0.28         0.66          1.25
    1e+11      100    0.5          3000       1000    0.5         0.17         0.25         0.54          1.76
    1e+11      100    0.5          3000       1000    1.0         0.14         0.20         0.45          2.63
    1e+11      100    0.5          3000       2000    0.0         0.21         0.28         0.66          1.25
    1e+11      100    0.5          3000       2000    0.5         0.17         0.25         0.54          1.76
    1e+11      100    0.5          3000       2000    1.0         0.14         0.20         0.45          2.63
    1e+11      100    1.0             0      -2000    0.0         0.03         0.04         0.06          3.52
    1e+11      100    1.0             0      -2000    0.5         0.04         0.05         0.07          5.07
    1e+11      100    1.0             0      -2000    1.0         0.03         0.05         0.07          5.73
    1e+11      100    1.0             0      -1000    0.0         0.03         0.04         0.06          3.52
    1e+11      100    1.0             0      -1000    0.5         0.04         0.05         0.07          5.07
    1e+11      100    1.0             0      -1000    1.0         0.03         0.05         0.07          5.73
    1e+11      100    1.0             0          0    0.0         0.03         0.04         0.06          3.52
    1e+11      100    1.0             0          0    0.5         0.04         0.05         0.07          5.07
    1e+11      100    1.0             0          0    1.0         0.03         0.05         0.07          5.73
    1e+11      100    1.0             0       1000    0.0         0.03         0.04         0.06          3.52
    1e+11      100    1.0             0       1000    0.5         0.04         0.05         0.07          5.07
    1e+11      100    1.0             0       1000    1.0         0.03         0.05         0.07          5.73
    1e+11      100    1.0             0       2000    0.0         0.03         0.04         0.06          3.52
    1e+11      100    1.0             0       2000    0.5         0.04         0.05         0.07          5.07
    1e+11      100    1.0             0       2000    1.0         0.03         0.05         0.07          5.73
    1e+11      100    1.0           500      -2000    0.0         0.04         0.06         0.08          4.05
    1e+11      100    1.0           500      -2000    0.5         0.05         0.07         0.10          5.54
    1e+11      100    1.0           500      -2000    1.0         0.04         0.06         0.09          6.43
    1e+11      100    1.0           500      -1000    0.0         0.04         0.06         0.08          4.05
    1e+11      100    1.0           500      -1000    0.5         0.05         0.07         0.10          5.54
    1e+11      100    1.0           500      -1000    1.0         0.04         0.06         0.09          6.43
    1e+11      100    1.0           500          0    0.0         0.04         0.06         0.08          4.05
    1e+11      100    1.0           500          0    0.5         0.05         0.07         0.10          5.54
    1e+11      100    1.0           500          0    1.0         0.04         0.06         0.09          6.43
    1e+11      100    1.0           500       1000    0.0         0.04         0.06         0.08          4.05
    1e+11      100    1.0           500       1000    0.5         0.05         0.07         0.10          5.54
    1e+11      100    1.0           500       1000    1.0         0.04         0.06         0.09          6.43
    1e+11      100    1.0           500       2000    0.0         0.04         0.06         0.08          4.05
    1e+11      100    1.0           500       2000    0.5         0.05         0.07         0.10          5.54
    1e+11      100    1.0           500       2000    1.0         0.04         0.06         0.09          6.43
    1e+11      100    1.0          3000      -2000    0.0         0.22         0.30         0.46          2.57
    1e+11      100    1.0          3000      -2000    0.5         0.18         0.25         0.37          3.66
    1e+11      100    1.0          3000      -2000    1.0         0.15         0.22         0.32          5.28
    1e+11      100    1.0          3000      -1000    0.0         0.22         0.30         0.46          2.57
    1e+11      100    1.0          3000      -1000    0.5         0.18         0.25         0.37          3.66
    1e+11      100    1.0          3000      -1000    1.0         0.15         0.22         0.32          5.28
    1e+11      100    1.0          3000          0    0.0         0.22         0.30         0.46          2.57
    1e+11      100    1.0          3000          0    0.5         0.18         0.25         0.37          3.66
    1e+11      100    1.0          3000          0    1.0         0.15         0.22         0.32          5.28
    1e+11      100    1.0          3000       1000    0.0         0.22         0.30         0.46          2.57
    1e+11      100    1.0          3000       1000    0.5         0.18         0.25         0.37          3.66
    1e+11      100    1.0          3000       1000    1.0         0.15         0.22         0.32          5.28
    1e+11      100    1.0          3000       2000    0.0         0.22         0.30         0.46          2.57
    1e+11      100    1.0          3000       2000    0.5         0.18         0.25         0.37          3.66
    1e+11      100    1.0          3000       2000    1.0         0.15         0.22         0.32          5.28
    1e+11      100    3.0             0      -2000    0.0         0.04         0.04         0.05          3.49
    1e+11      100    3.0             0      -2000    0.5         0.05         0.05         0.07          6.04
    1e+11      100    3.0             0      -2000    1.0         0.04         0.04         0.06          5.47
    1e+11      100    3.0             0      -1000    0.0         0.04         0.04         0.05          3.49
    1e+11      100    3.0             0      -1000    0.5         0.05         0.05         0.07          6.04
    1e+11      100    3.0             0      -1000    1.0         0.04         0.04         0.06          5.47
    1e+11      100    3.0             0          0    0.0         0.04         0.04         0.05          3.49
    1e+11      100    3.0             0          0    0.5         0.05         0.05         0.07          6.04
    1e+11      100    3.0             0          0    1.0         0.04         0.04         0.06          5.47
    1e+11      100    3.0             0       1000    0.0         0.04         0.04         0.05          3.49
    1e+11      100    3.0             0       1000    0.5         0.05         0.05         0.07          6.04
    1e+11      100    3.0             0       1000    1.0         0.04         0.04         0.06          5.47
    1e+11      100    3.0             0       2000    0.0         0.04         0.04         0.05          3.49
    1e+11      100    3.0             0       2000    0.5         0.05         0.05         0.07          6.04
    1e+11      100    3.0             0       2000    1.0         0.04         0.04         0.06          5.47
    1e+11      100    3.0           500      -2000    0.0         0.06         0.06         0.08          5.76
    1e+11      100    3.0           500      -2000    0.5         0.06         0.08         0.09          8.51
    1e+11      100    3.0           500      -2000    1.0         0.06         0.06         0.08          8.22
    1e+11      100    3.0           500      -1000    0.0         0.06         0.06         0.08          5.76
    1e+11      100    3.0           500      -1000    0.5         0.06         0.08         0.09          8.51
    1e+11      100    3.0           500      -1000    1.0         0.06         0.06         0.08          8.22
    1e+11      100    3.0           500          0    0.0         0.06         0.06         0.08          5.76
    1e+11      100    3.0           500          0    0.5         0.06         0.08         0.09          8.51
    1e+11      100    3.0           500          0    1.0         0.06         0.06         0.08          8.22
    1e+11      100    3.0           500       1000    0.0         0.06         0.06         0.08          5.76
    1e+11      100    3.0           500       1000    0.5         0.06         0.08         0.09          8.51
    1e+11      100    3.0           500       1000    1.0         0.06         0.06         0.08          8.22
    1e+11      100    3.0           500       2000    0.0         0.06         0.06         0.08          5.76
    1e+11      100    3.0           500       2000    0.5         0.06         0.08         0.09          8.51
    1e+11      100    3.0           500       2000    1.0         0.06         0.06         0.08          8.22
    1e+11      100    3.0          3000      -2000    0.0         0.28         0.37         0.40         12.01
    1e+11      100    3.0          3000      -2000    0.5         0.22         0.30         0.32         16.41
    1e+11      100    3.0          3000      -2000    1.0         0.20         0.27         0.29         19.01
    1e+11      100    3.0          3000      -1000    0.0         0.28         0.37         0.40         12.01
    1e+11      100    3.0          3000      -1000    0.5         0.22         0.30         0.32         16.41
    1e+11      100    3.0          3000      -1000    1.0         0.20         0.27         0.29         19.01
    1e+11      100    3.0          3000          0    0.0         0.28         0.37         0.40         12.01
    1e+11      100    3.0          3000          0    0.5         0.22         0.30         0.32         16.41
    1e+11      100    3.0          3000          0    1.0         0.20         0.27         0.29         19.01
    1e+11      100    3.0          3000       1000    0.0         0.28         0.37         0.40         12.01
    1e+11      100    3.0          3000       1000    0.5         0.22         0.30         0.32         16.41
    1e+11      100    3.0          3000       1000    1.0         0.20         0.27         0.29         19.01
    1e+11      100    3.0          3000       2000    0.0         0.28         0.37         0.40         12.01
    1e+11      100    3.0          3000       2000    0.5         0.22         0.30         0.32         16.41
    1e+11      100    3.0          3000       2000    1.0         0.20         0.27         0.29         19.01
    1e+11      600    0.5             0      -2000    0.0         0.03         0.04         0.08          6.69
    1e+11      600    0.5             0      -2000    0.5         0.03         0.05         0.09          8.93
    1e+11      600    0.5             0      -2000    1.0         0.03         0.05         0.09         10.87
    1e+11      600    0.5             0      -1000    0.0         0.03         0.04         0.08          6.69
    1e+11      600    0.5             0      -1000    0.5         0.03         0.05         0.09          8.93
    1e+11      600    0.5             0      -1000    1.0         0.03         0.05         0.09         10.87
    1e+11      600    0.5             0          0    0.0         0.03         0.04         0.08          6.69
    1e+11      600    0.5             0          0    0.5         0.03         0.05         0.09          8.93
    1e+11      600    0.5             0          0    1.0         0.03         0.05         0.09         10.87
    1e+11      600    0.5             0       1000    0.0         0.03         0.04         0.08          6.69
    1e+11      600    0.5             0       1000    0.5         0.03         0.05         0.09          8.93
    1e+11      600    0.5             0       1000    1.0         0.03         0.05         0.09         10.87
    1e+11      600    0.5             0       2000    0.0         0.03         0.04         0.08          6.69
    1e+11      600    0.5             0       2000    0.5         0.03         0.05         0.09          8.93
    1e+11      600    0.5             0       2000    1.0         0.03         0.05         0.09         10.87
    1e+11      600    0.5           500      -2000    0.0         0.03         0.05         0.09          6.69
    1e+11      600    0.5           500      -2000    0.5         0.03         0.06         0.11          8.84
    1e+11      600    0.5           500      -2000    1.0         0.03         0.06         0.10         10.89
    1e+11      600    0.5           500      -1000    0.0         0.03         0.05         0.09          6.69
    1e+11      600    0.5           500      -1000    0.5         0.03         0.06         0.11          8.84
    1e+11      600    0.5           500      -1000    1.0         0.03         0.06         0.10         10.89
    1e+11      600    0.5           500          0    0.0         0.03         0.05         0.09          6.69
    1e+11      600    0.5           500          0    0.5         0.03         0.06         0.11          8.84
    1e+11      600    0.5           500          0    1.0         0.03         0.06         0.10         10.89
    1e+11      600    0.5           500       1000    0.0         0.03         0.05         0.09          6.69
    1e+11      600    0.5           500       1000    0.5         0.03         0.06         0.11          8.84
    1e+11      600    0.5           500       1000    1.0         0.03         0.06         0.10         10.89
    1e+11      600    0.5           500       2000    0.0         0.03         0.05         0.09          6.69
    1e+11      600    0.5           500       2000    0.5         0.03         0.06         0.11          8.84
    1e+11      600    0.5           500       2000    1.0         0.03         0.06         0.10         10.89
    1e+11      600    0.5          3000      -2000    0.0         0.06         0.10         0.20          5.43
    1e+11      600    0.5          3000      -2000    0.5         0.06         0.11         0.20          7.27
    1e+11      600    0.5          3000      -2000    1.0         0.06         0.09         0.18          9.68
    1e+11      600    0.5          3000      -1000    0.0         0.06         0.10         0.20          5.43
    1e+11      600    0.5          3000      -1000    0.5         0.06         0.11         0.20          7.27
    1e+11      600    0.5          3000      -1000    1.0         0.06         0.09         0.18          9.68
    1e+11      600    0.5          3000          0    0.0         0.06         0.10         0.20          5.43
    1e+11      600    0.5          3000          0    0.5         0.06         0.11         0.20          7.27
    1e+11      600    0.5          3000          0    1.0         0.06         0.09         0.18          9.68
    1e+11      600    0.5          3000       1000    0.0         0.06         0.10         0.20          5.43
    1e+11      600    0.5          3000       1000    0.5         0.06         0.11         0.20          7.27
    1e+11      600    0.5          3000       1000    1.0         0.06         0.09         0.18          9.68
    1e+11      600    0.5          3000       2000    0.0         0.06         0.10         0.20          5.43
    1e+11      600    0.5          3000       2000    0.5         0.06         0.11         0.20          7.27
    1e+11      600    0.5          3000       2000    1.0         0.06         0.09         0.18          9.68
    1e+11      600    1.0             0      -2000    0.0         0.03         0.04         0.06          8.69
    1e+11      600    1.0             0      -2000    0.5         0.04         0.05         0.07         12.51
    1e+11      600    1.0             0      -2000    1.0         0.03         0.05         0.07         14.14
    1e+11      600    1.0             0      -1000    0.0         0.03         0.04         0.06          8.69
    1e+11      600    1.0             0      -1000    0.5         0.04         0.05         0.07         12.51
    1e+11      600    1.0             0      -1000    1.0         0.03         0.05         0.07         14.14
    1e+11      600    1.0             0          0    0.0         0.03         0.04         0.06          8.69
    1e+11      600    1.0             0          0    0.5         0.04         0.05         0.07         12.51
    1e+11      600    1.0             0          0    1.0         0.03         0.05         0.07         14.14
    1e+11      600    1.0             0       1000    0.0         0.03         0.04         0.06          8.69
    1e+11      600    1.0             0       1000    0.5         0.04         0.05         0.07         12.51
    1e+11      600    1.0             0       1000    1.0         0.03         0.05         0.07         14.14
    1e+11      600    1.0             0       2000    0.0         0.03         0.04         0.06          8.69
    1e+11      600    1.0             0       2000    0.5         0.04         0.05         0.07         12.51
    1e+11      600    1.0             0       2000    1.0         0.03         0.05         0.07         14.14
    1e+11      600    1.0           500      -2000    0.0         0.03         0.05         0.07          9.37
    1e+11      600    1.0           500      -2000    0.5         0.04         0.06         0.08         13.11
    1e+11      600    1.0           500      -2000    1.0         0.04         0.05         0.08         14.96
    1e+11      600    1.0           500      -1000    0.0         0.03         0.05         0.07          9.37
    1e+11      600    1.0           500      -1000    0.5         0.04         0.06         0.08         13.11
    1e+11      600    1.0           500      -1000    1.0         0.04         0.05         0.08         14.96
    1e+11      600    1.0           500          0    0.0         0.03         0.05         0.07          9.37
    1e+11      600    1.0           500          0    0.5         0.04         0.06         0.08         13.11
    1e+11      600    1.0           500          0    1.0         0.04         0.05         0.08         14.96
    1e+11      600    1.0           500       1000    0.0         0.03         0.05         0.07          9.37
    1e+11      600    1.0           500       1000    0.5         0.04         0.06         0.08         13.11
    1e+11      600    1.0           500       1000    1.0         0.04         0.05         0.08         14.96
    1e+11      600    1.0           500       2000    0.0         0.03         0.05         0.07          9.37
    1e+11      600    1.0           500       2000    0.5         0.04         0.06         0.08         13.11
    1e+11      600    1.0           500       2000    1.0         0.04         0.05         0.08         14.96
    1e+11      600    1.0          3000      -2000    0.0         0.07         0.10         0.14          9.93
    1e+11      600    1.0          3000      -2000    0.5         0.07         0.11         0.15         13.43
    1e+11      600    1.0          3000      -2000    1.0         0.06         0.10         0.13         16.58
    1e+11      600    1.0          3000      -1000    0.0         0.07         0.10         0.14          9.93
    1e+11      600    1.0          3000      -1000    0.5         0.07         0.11         0.15         13.43
    1e+11      600    1.0          3000      -1000    1.0         0.06         0.10         0.13         16.58
    1e+11      600    1.0          3000          0    0.0         0.07         0.10         0.14          9.93
    1e+11      600    1.0          3000          0    0.5         0.07         0.11         0.15         13.43
    1e+11      600    1.0          3000          0    1.0         0.06         0.10         0.13         16.58
    1e+11      600    1.0          3000       1000    0.0         0.07         0.10         0.14          9.93
    1e+11      600    1.0          3000       1000    0.5         0.07         0.11         0.15         13.43
    1e+11      600    1.0          3000       1000    1.0         0.06         0.10         0.13         16.58
    1e+11      600    1.0          3000       2000    0.0         0.07         0.10         0.14          9.93
    1e+11      600    1.0          3000       2000    0.5         0.07         0.11         0.15         13.43
    1e+11      600    1.0          3000       2000    1.0         0.06         0.10         0.13         16.58
    1e+11      600    3.0             0      -2000    0.0         0.04         0.03         0.05          8.37
    1e+11      600    3.0             0      -2000    0.5         0.05         0.05         0.07         15.03
    1e+11      600    3.0             0      -2000    1.0         0.04         0.04         0.06         13.56
    1e+11      600    3.0             0      -1000    0.0         0.04         0.03         0.05          8.37
    1e+11      600    3.0             0      -1000    0.5         0.05         0.05         0.07         15.03
    1e+11      600    3.0             0      -1000    1.0         0.04         0.04         0.06         13.56
    1e+11      600    3.0             0          0    0.0         0.04         0.03         0.05          8.37
    1e+11      600    3.0             0          0    0.5         0.05         0.05         0.07         15.03
    1e+11      600    3.0             0          0    1.0         0.04         0.04         0.06         13.56
    1e+11      600    3.0             0       1000    0.0         0.04         0.03         0.05          8.37
    1e+11      600    3.0             0       1000    0.5         0.05         0.05         0.07         15.03
    1e+11      600    3.0             0       1000    1.0         0.04         0.04         0.06         13.56
    1e+11      600    3.0             0       2000    0.0         0.04         0.03         0.05          8.37
    1e+11      600    3.0             0       2000    0.5         0.05         0.05         0.07         15.03
    1e+11      600    3.0             0       2000    1.0         0.04         0.04         0.06         13.56
    1e+11      600    3.0           500      -2000    0.0         0.04         0.05         0.06         10.77
    1e+11      600    3.0           500      -2000    0.5         0.05         0.06         0.08         17.54
    1e+11      600    3.0           500      -2000    1.0         0.05         0.05         0.07         16.37
    1e+11      600    3.0           500      -1000    0.0         0.04         0.05         0.06         10.77
    1e+11      600    3.0           500      -1000    0.5         0.05         0.06         0.08         17.54
    1e+11      600    3.0           500      -1000    1.0         0.05         0.05         0.07         16.37
    1e+11      600    3.0           500          0    0.0         0.04         0.05         0.06         10.77
    1e+11      600    3.0           500          0    0.5         0.05         0.06         0.08         17.54
    1e+11      600    3.0           500          0    1.0         0.05         0.05         0.07         16.37
    1e+11      600    3.0           500       1000    0.0         0.04         0.05         0.06         10.77
    1e+11      600    3.0           500       1000    0.5         0.05         0.06         0.08         17.54
    1e+11      600    3.0           500       1000    1.0         0.05         0.05         0.07         16.37
    1e+11      600    3.0           500       2000    0.0         0.04         0.05         0.06         10.77
    1e+11      600    3.0           500       2000    0.5         0.05         0.06         0.08         17.54
    1e+11      600    3.0           500       2000    1.0         0.05         0.05         0.07         16.37
    1e+11      600    3.0          3000      -2000    0.0         0.10         0.12         0.14         22.28
    1e+11      600    3.0          3000      -2000    0.5         0.10         0.13         0.14         29.84
    1e+11      600    3.0          3000      -2000    1.0         0.09         0.11         0.13         30.34
    1e+11      600    3.0          3000      -1000    0.0         0.10         0.12         0.14         22.28
    1e+11      600    3.0          3000      -1000    0.5         0.10         0.13         0.14         29.84
    1e+11      600    3.0          3000      -1000    1.0         0.09         0.11         0.13         30.34
    1e+11      600    3.0          3000          0    0.0         0.10         0.12         0.14         22.28
    1e+11      600    3.0          3000          0    0.5         0.10         0.13         0.14         29.84
    1e+11      600    3.0          3000          0    1.0         0.09         0.11         0.13         30.34
    1e+11      600    3.0          3000       1000    0.0         0.10         0.12         0.14         22.28
    1e+11      600    3.0          3000       1000    0.5         0.10         0.13         0.14         29.84
    1e+11      600    3.0          3000       1000    1.0         0.09         0.11         0.13         30.34
    1e+11      600    3.0          3000       2000    0.0         0.10         0.12         0.14         22.28
    1e+11      600    3.0          3000       2000    0.5         0.10         0.13         0.14         29.84
    1e+11      600    3.0          3000       2000    1.0         0.09         0.11         0.13         30.34
    1e+11     3000    0.5             0      -2000    0.0         0.03         0.04         0.08         14.77
    1e+11     3000    0.5             0      -2000    0.5         0.03         0.06         0.10         19.70
    1e+11     3000    0.5             0      -2000    1.0         0.03         0.05         0.09         23.99
    1e+11     3000    0.5             0      -1000    0.0         0.03         0.04         0.08         14.77
    1e+11     3000    0.5             0      -1000    0.5         0.03         0.06         0.10         19.70
    1e+11     3000    0.5             0      -1000    1.0         0.03         0.05         0.09         23.99
    1e+11     3000    0.5             0          0    0.0         0.03         0.04         0.08         14.77
    1e+11     3000    0.5             0          0    0.5         0.03         0.06         0.10         19.70
    1e+11     3000    0.5             0          0    1.0         0.03         0.05         0.09         23.99
    1e+11     3000    0.5             0       1000    0.0         0.03         0.04         0.08         14.77
    1e+11     3000    0.5             0       1000    0.5         0.03         0.06         0.10         19.70
    1e+11     3000    0.5             0       1000    1.0         0.03         0.05         0.09         23.99
    1e+11     3000    0.5             0       2000    0.0         0.03         0.04         0.08         14.77
    1e+11     3000    0.5             0       2000    0.5         0.03         0.06         0.10         19.70
    1e+11     3000    0.5             0       2000    1.0         0.03         0.05         0.09         23.99
    1e+11     3000    0.5           500      -2000    0.0         0.03         0.05         0.08         14.81
    1e+11     3000    0.5           500      -2000    0.5         0.03         0.06         0.10         19.65
    1e+11     3000    0.5           500      -2000    1.0         0.03         0.05         0.10         24.04
    1e+11     3000    0.5           500      -1000    0.0         0.03         0.05         0.08         14.81
    1e+11     3000    0.5           500      -1000    0.5         0.03         0.06         0.10         19.65
    1e+11     3000    0.5           500      -1000    1.0         0.03         0.05         0.10         24.04
    1e+11     3000    0.5           500          0    0.0         0.03         0.05         0.08         14.81
    1e+11     3000    0.5           500          0    0.5         0.03         0.06         0.10         19.65
    1e+11     3000    0.5           500          0    1.0         0.03         0.05         0.10         24.04
    1e+11     3000    0.5           500       1000    0.0         0.03         0.05         0.08         14.81
    1e+11     3000    0.5           500       1000    0.5         0.03         0.06         0.10         19.65
    1e+11     3000    0.5           500       1000    1.0         0.03         0.05         0.10         24.04
    1e+11     3000    0.5           500       2000    0.0         0.03         0.05         0.08         14.81
    1e+11     3000    0.5           500       2000    0.5         0.03         0.06         0.10         19.65
    1e+11     3000    0.5           500       2000    1.0         0.03         0.05         0.10         24.04
    1e+11     3000    0.5          3000      -2000    0.0         0.04         0.06         0.12         14.17
    1e+11     3000    0.5          3000      -2000    0.5         0.04         0.08         0.14         18.67
    1e+11     3000    0.5          3000      -2000    1.0         0.04         0.07         0.13         23.54
    1e+11     3000    0.5          3000      -1000    0.0         0.04         0.06         0.12         14.17
